County,ZIP Code,Year,New,Renewed,Insured-Initiated Nonrenewed,Insurer-Initiated Nonrenewed,,,
Alameda,94555,2016,976,7331,671,102,,,
Contra Costa,94556,2016,381,4098,285,69,,,
Alameda,94557,2016,0,0,0,0,,,
Napa,94558,2016,1762,17877,1449,328,,,
Napa,94559,2016,727,6359,539,116,,,
Alameda,94560,2016,1039,9213,791,114,,,
Contra Costa,94561,2016,1677,10456,1251,191,,,
Napa,94562,2016,3,17,0,2,,,
Contra Costa,94563,2016,643,6097,428,176,,,
Contra Costa,94564,2016,482,5071,412,52,,,
Contra Costa,94565,2016,2662,19123,1981,415,,,
Alameda,94566,2016,1257,11021,998,179,,,
Napa,94567,2016,15,142,10,5,,,
Alameda,94568,2016,1692,10481,1314,161,,,
Contra Costa,94569,2016,12,73,8,0,,,
Contra Costa,94570,2016,0,3,0,0,,,
Solano,94571,2016,668,3714,468,76,,,
Contra Costa,94572,2016,247,2218,196,36,,,
Napa,94573,2016,5,44,8,3,,,
Napa,94574,2016,320,2432,272,92,,,
Contra Costa,94575,2016,0,0,0,0,,,
Napa,94576,2016,6,63,5,2,,,
Alameda,94577,2016,1049,10177,863,144,,,
Alameda,94578,2016,786,6343,641,105,,,
Alameda,94579,2016,683,5659,576,60,,,
Alameda,94580,2016,708,7158,612,83,,,
Contra Costa,94582,2016,1450,8111,990,117,,,
Contra Costa,94583,2016,860,9219,773,95,,,
Solano,94585,2016,941,7537,728,144,,,
Alameda,94586,2016,39,290,20,13,,,
Alameda,94587,2016,1548,14244,1336,193,,,
Alameda,94588,2016,719,6881,625,81,,,
Solano,94589,2016,834,7210,576,155,,,
Solano,94590,2016,1111,8095,833,239,,,
Solano,94591,2016,1877,14583,1394,315,,,
Solano,94592,2016,36,250,37,2,,,
,94593,2016,0,1,0,0,,,
Contra Costa,94595,2016,213,2507,192,35,,,
Contra Costa,94596,2016,338,4154,318,50,,,
Contra Costa,94597,2016,456,3482,336,39,,,
Contra Costa,94598,2016,667,6880,553,104,,,
Napa,94599,2016,92,813,84,22,,,
Alameda,94601,2016,920,6388,657,182,,,
Alameda,94602,2016,789,7626,603,157,,,
Alameda,94603,2016,854,6067,581,183,,,
Alameda,94604,2016,0,2,0,0,,,
Alameda,94605,2016,1347,10122,1028,247,,,
Alameda,94606,2016,514,3921,397,110,,,
Alameda,94607,2016,298,1854,200,64,,,
Alameda,94608,2016,596,4054,452,126,,,
Alameda,94609,2016,429,3595,323,83,,,
Alameda,94610,2016,457,4833,351,106,,,
Alameda,94611,2016,1034,9950,705,335,,,
Alameda,94612,2016,43,384,33,9,,,
Alameda,94613,2016,0,1,0,0,,,
Alameda,94614,2016,1,2,0,0,,,
Alameda,94615,2016,0,1,0,1,,,
,94616,2016,0,0,1,0,,,
Alameda,94618,2016,486,4724,336,86,,,
Alameda,94619,2016,803,6651,583,166,,,
Alameda,94620,2016,0,1,0,0,,,
Alameda,94621,2016,782,4748,560,172,,,
,94648,2016,0,1,0,0,,,
Alameda,94661,2016,0,1,0,0,,,
,94690,2016,0,0,0,1,,,
Alameda,94701,2016,0,0,0,1,,,
Alameda,94702,2016,468,4047,348,103,,,
Alameda,94703,2016,360,3782,261,91,,,
Alameda,94704,2016,84,938,70,33,,,
Alameda,94705,2016,299,3364,204,98,,,
Alameda,94706,2016,345,4192,271,58,,,
Alameda,94707,2016,364,4600,275,95,,,
Alameda,94708,2016,345,4198,250,84,,,
Alameda,94709,2016,87,1158,59,21,,,
Alameda,94710,2016,150,1211,117,28,,,
Alameda,94720,2016,0,3,0,0,,,
,94747,2016,0,0,1,0,,,
Contra Costa,94801,2016,722,4761,492,150,,,
Contra Costa,94803,2016,693,6933,593,88,,,
Contra Costa,94804,2016,977,8475,783,173,,,
Contra Costa,94805,2016,412,4103,358,54,,,
Contra Costa,94806,2016,1340,10791,1040,189,,,
Contra Costa,94807,2016,0,1,0,0,,,
,94843,2016,0,1,1,0,,,
,94852,2016,0,1,0,0,,,
,94859,2016,0,1,1,0,,,
Marin,94901,2016,843,8028,629,208,,,
Marin,94903,2016,676,6949,498,155,,,
Marin,94904,2016,325,2923,199,108,,,
,94909,2016,0,0,0,1,,,
,94910,2016,0,1,1,0,,,
Marin,94914,2016,1,2,0,1,,,
Marin,94915,2016,0,0,0,0,,,
,94919,2016,0,1,0,0,,,
Marin,94920,2016,463,3458,299,171,,,
Sonoma,94922,2016,8,79,8,1,,,
Sonoma,94923,2016,135,1041,90,42,,,
Marin,94924,2016,52,550,34,32,,,
Marin,94925,2016,222,2557,158,41,,,
Sonoma,94927,2016,0,1,0,0,,,
Sonoma,94928,2016,887,8581,732,104,,,
Marin,94929,2016,38,298,31,10,,,
Marin,94930,2016,242,2669,166,75,,,
Sonoma,94931,2016,239,2086,189,38,,,
Marin,94933,2016,29,293,14,9,,,
Marin,94937,2016,77,607,38,28,,,
Marin,94938,2016,24,227,22,8,,,
Marin,94939,2016,175,1724,107,55,,,
Marin,94940,2016,11,67,4,7,,,
Marin,94941,2016,845,8757,575,238,,,
Marin,94942,2016,1,0,0,0,,,
Marin,94945,2016,447,4806,337,83,,,
Marin,94946,2016,18,191,11,6,,,
Marin,94947,2016,541,6305,433,102,,,
Marin,94948,2016,0,0,0,0,,,
Marin,94949,2016,443,3652,353,68,,,
Marin,94950,2016,1,20,1,0,,,
Sonoma,94951,2016,155,1238,83,44,,,
Sonoma,94952,2016,855,9039,596,179,,,
Sonoma,94953,2016,0,3,0,1,,,
Sonoma,94954,2016,916,10119,767,126,,,
Sonoma,94955,2016,0,1,1,0,,,
Marin,94956,2016,32,399,27,11,,,
Marin,94957,2016,108,661,68,45,,,
,94958,2016,0,1,0,0,,,
Marin,94960,2016,471,4773,336,121,,,
Marin,94963,2016,25,210,13,8,,,
Marin,94964,2016,7,27,4,3,,,
Marin,94965,2016,270,2128,162,100,,,
Marin,94966,2016,0,1,0,0,,,
Marin,94970,2016,65,514,60,31,,,
Marin,94971,2016,10,90,7,2,,,
Sonoma,94972,2016,3,42,4,0,,,
Marin,94973,2016,65,511,36,18,,,
Marin,94974,2016,0,1,0,0,,,
Marin,94976,2016,0,1,0,0,,,
Santa Clara,95002,2016,50,387,32,8,,,
Santa Cruz,95003,2016,787,8370,614,163,,,
Monterey,95004,2016,107,1087,74,25,,,
Santa Cruz,95005,2016,217,2138,154,70,,,
Santa Cruz,95006,2016,310,3188,251,79,,,
Santa Cruz,95007,2016,10,130,5,7,,,
Santa Clara,95008,2016,940,8979,794,126,,,
Santa Clara,95009,2016,0,0,0,0,,,
Santa Cruz,95010,2016,237,2508,193,66,,,
Monterey,95012,2016,172,1549,106,39,,,
Santa Clara,95013,2016,0,19,0,0,,,
Santa Clara,95014,2016,1064,12570,917,122,,,
Santa Clara,95015,2016,0,1,0,0,,,
Santa Cruz,95017,2016,21,152,10,2,,,
Santa Cruz,95018,2016,258,2608,181,80,,,
Santa Cruz,95019,2016,97,902,55,17,,,
Santa Clara,95020,2016,1730,12704,1192,203,,,
Santa Clara,95021,2016,0,2,2,0,,,
,95022,2016,0,1,0,0,,,
San Benito,95023,2016,1383,10730,970,170,,,
Santa Clara,95026,2016,0,1,1,0,,,
Santa Clara,95030,2016,439,4086,325,98,,,
Santa Clara,95031,2016,1,1,0,0,,,
Santa Clara,95032,2016,679,6714,552,103,,,
Santa Cruz,95033,2016,315,2878,224,66,,,
Santa Clara,95035,2016,1453,12157,1189,198,,,
Santa Clara,95036,2016,0,1,0,0,,,
Santa Clara,95037,2016,1363,11381,1056,183,,,
Monterey,95039,2016,36,210,23,13,,,
Santa Cruz,95041,2016,13,163,6,5,,,
Santa Clara,95042,2016,0,0,0,0,,,
San Benito,95043,2016,4,65,4,2,,,
Santa Clara,95044,2016,1,2,0,0,,,
San Benito,95045,2016,122,861,82,21,,,
Santa Clara,95046,2016,146,1326,114,32,,,
Santa Clara,95050,2016,609,6155,498,98,,,
Santa Clara,95051,2016,969,10341,803,129,,,
Santa Clara,95052,2016,0,2,1,0,,,
Santa Clara,95053,2016,0,0,0,0,,,
Santa Clara,95054,2016,297,2689,251,43,,,
Santa Clara,95056,2016,0,1,0,0,,,
Santa Cruz,95060,2016,1008,11054,783,217,,,
Santa Cruz,95061,2016,0,5,1,0,,,
Santa Cruz,95062,2016,844,9621,647,189,,,
Santa Cruz,95063,2016,1,0,0,0,,,
Santa Cruz,95064,2016,4,122,8,2,,,
Santa Cruz,95065,2016,158,2176,122,35,,,
Santa Cruz,95066,2016,454,4178,329,89,,,
Santa Cruz,95067,2016,0,0,1,0,,,
Santa Clara,95070,2016,923,9582,712,170,,,
Santa Clara,95071,2016,0,1,0,0,,,
Santa Cruz,95073,2016,287,3172,238,71,,,
San Benito,95075,2016,17,128,12,6,,,
Santa Cruz,95076,2016,1445,15212,1080,332,,,
Santa Cruz,95077,2016,0,3,0,0,,,
,95088,2016,0,1,0,0,,,
Santa Clara,95101,2016,0,2,0,0,,,
Santa Clara,95109,2016,0,1,0,0,,,
Santa Clara,95110,2016,249,2108,182,39,,,
Santa Clara,95111,2016,1119,8662,818,193,,,
Santa Clara,95112,2016,754,6333,592,134,,,
Santa Clara,95113,2016,1,23,3,0,,,
Santa Clara,95116,2016,744,5760,609,127,,,
Santa Clara,95117,2016,391,3708,324,57,,,
Santa Clara,95118,2016,704,7729,601,84,,,
Santa Clara,95119,2016,226,2559,194,25,,,
Santa Clara,95120,2016,939,11283,802,103,,,
Santa Clara,95121,2016,918,7354,734,154,,,
Santa Clara,95122,2016,961,7330,696,192,,,
Santa Clara,95123,2016,1322,13738,1160,173,,,
Santa Clara,95124,2016,1256,13467,1098,141,,,
Santa Clara,95125,2016,1419,12991,1196,217,,,
Santa Clara,95126,2016,499,4321,406,72,,,
Santa Clara,95127,2016,1364,11550,1097,239,,,
Santa Clara,95128,2016,619,6308,545,91,,,
Santa Clara,95129,2016,672,8348,598,86,,,
Santa Clara,95130,2016,280,3338,235,27,,,
Santa Clara,95131,2016,633,5064,551,99,,,
Santa Clara,95132,2016,1039,9383,859,131,,,
Santa Clara,95133,2016,448,4132,383,64,,,
Santa Clara,95134,2016,144,762,101,47,,,
Santa Clara,95135,2016,503,4151,425,67,,,
Santa Clara,95136,2016,876,7445,687,148,,,
Santa Clara,95138,2016,599,4236,508,81,,,
Santa Clara,95139,2016,157,1728,135,20,,,
Santa Clara,95140,2016,17,95,9,6,,,
Santa Clara,95141,2016,0,12,0,0,,,
,95145,2016,0,0,0,1,,,
,95147,2016,0,1,1,0,,,
Santa Clara,95148,2016,1196,10170,1040,190,,,
,95149,2016,0,1,0,0,,,
Santa Clara,95150,2016,1,6,2,1,,,
Santa Clara,95151,2016,0,1,0,0,,,
Santa Clara,95154,2016,0,0,0,0,,,
Santa Clara,95160,2016,0,0,0,0,,,
Santa Clara,95161,2016,0,1,0,0,,,
,95169,2016,0,1,0,0,,,
Santa Clara,95192,2016,0,0,0,0,,,
Santa Clara,95193,2016,0,1,0,0,,,
San Joaquin,95201,2016,0,3,0,0,,,
San Joaquin,95202,2016,95,343,59,34,,,
San Joaquin,95203,2016,517,2973,357,154,,,
San Joaquin,95204,2016,1270,8108,942,288,,,
San Joaquin,95205,2016,1179,6432,777,370,,,
San Joaquin,95206,2016,2150,12535,1558,510,,,
San Joaquin,95207,2016,1188,8348,928,277,,,
San Joaquin,95208,2016,0,1,1,0,,,
San Joaquin,95209,2016,1498,10450,1272,242,,,
San Joaquin,95210,2016,1149,7259,888,248,,,
San Joaquin,95211,2016,1,1,0,0,,,
San Joaquin,95212,2016,1005,6243,800,186,,,
San Joaquin,95215,2016,642,4219,386,186,,,
,95216,2016,0,0,0,1,,,
San Joaquin,95219,2016,948,6708,809,145,,,
San Joaquin,95220,2016,180,1551,137,56,,,
Calaveras,95221,2016,1,33,1,1,,,
Calaveras,95222,2016,153,1743,134,36,,,
Calaveras,95223,2016,308,5636,362,142,,,
Calaveras,95224,2016,11,195,14,4,,,
Calaveras,95225,2016,18,174,6,0,,,
Calaveras,95226,2016,3,13,3,2,,,
San Joaquin,95227,2016,17,169,14,2,,,
Calaveras,95228,2016,310,2088,217,67,,,
Calaveras,95229,2016,4,40,1,1,,,
San Joaquin,95230,2016,15,84,9,3,,,
San Joaquin,95231,2016,68,472,45,26,,,
Calaveras,95232,2016,8,129,11,8,,,
Calaveras,95233,2016,12,180,12,5,,,
San Joaquin,95234,2016,0,1,0,0,,,
San Joaquin,95236,2016,103,814,73,17,,,
San Joaquin,95237,2016,112,888,70,25,,,
San Joaquin,95240,2016,1278,9245,1006,298,,,
San Joaquin,95241,2016,0,0,0,1,,,
San Joaquin,95242,2016,990,7164,738,139,,,
Calaveras,95245,2016,60,636,75,32,,,
Calaveras,95246,2016,46,604,89,43,,,
Calaveras,95247,2016,163,1752,127,59,,,
Calaveras,95248,2016,5,155,15,5,,,
Calaveras,95249,2016,130,1080,118,38,,,
,95250,2016,0,9,0,0,,,
Calaveras,95251,2016,15,224,9,7,,,
Calaveras,95252,2016,668,4481,467,152,,,
San Joaquin,95253,2016,4,23,4,0,,,
Calaveras,95254,2016,21,220,22,5,,,
Calaveras,95255,2016,56,630,46,57,,,
Calaveras,95257,2016,13,192,16,17,,,
San Joaquin,95258,2016,129,1188,97,25,,,
San Joaquin,95267,2016,0,1,0,0,,,
,95268,2016,0,1,1,0,,,
San Joaquin,95269,2016,0,2,0,0,,,
,95276,2016,0,0,1,0,,,
San Joaquin,95296,2016,1,0,0,0,,,
,95300,2016,0,0,0,1,,,
Merced,95301,2016,1135,7765,818,192,,,
Merced,95303,2016,7,77,5,2,,,
San Joaquin,95304,2016,476,2722,346,73,,,
Tuolumne,95305,2016,3,37,1,2,,,
Mariposa,95306,2016,20,253,18,3,,,
Stanislaus,95307,2016,1221,8809,1010,224,,,
,95308,2016,0,1,0,0,,,
Tuolumne,95309,2016,4,53,2,2,,,
Tuolumne,95310,2016,71,603,42,32,,,
Mariposa,95311,2016,58,666,43,33,,,
Merced,95312,2016,8,20,4,3,,,
Stanislaus,95313,2016,16,143,11,4,,,
,95314,2016,0,8,0,0,,,
Merced,95315,2016,319,2326,225,78,,,
Stanislaus,95316,2016,190,1495,150,43,,,
Merced,95317,2016,4,36,3,2,,,
Mariposa,95318,2016,5,82,6,1,,,
Stanislaus,95319,2016,25,271,20,6,,,
San Joaquin,95320,2016,350,2794,256,60,,,
Tuolumne,95321,2016,178,2530,214,59,,,
Merced,95322,2016,287,2092,218,56,,,
Stanislaus,95323,2016,14,191,10,4,,,
Merced,95324,2016,163,1465,130,31,,,
Mariposa,95325,2016,1,15,2,0,,,
Stanislaus,95326,2016,280,2046,222,48,,,
Tuolumne,95327,2016,201,1613,158,48,,,
Stanislaus,95328,2016,153,780,78,30,,,
Stanislaus,95329,2016,145,972,87,35,,,
San Joaquin,95330,2016,1096,5143,735,125,,,
Merced,95333,2016,41,444,38,13,,,
Merced,95334,2016,352,2676,260,83,,,
Tuolumne,95335,2016,30,681,51,23,,,
San Joaquin,95336,2016,1684,11656,1252,264,,,
San Joaquin,95337,2016,1554,8052,1031,189,,,
Mariposa,95338,2016,358,3423,254,132,,,
Merced,95340,2016,1171,9661,987,225,,,
Merced,95341,2016,705,4063,467,132,,,
,95342,2016,0,1,0,0,,,
Mariposa,95345,2016,11,167,10,15,,,
Tuolumne,95346,2016,51,884,36,33,,,
Tuolumne,95347,2016,0,10,0,0,,,
Merced,95348,2016,967,5822,712,120,,,
Stanislaus,95350,2016,1741,12891,1358,315,,,
Stanislaus,95351,2016,1300,8418,918,356,,,
Stanislaus,95352,2016,0,1,0,0,,,
Stanislaus,95353,2016,0,2,0,0,,,
Stanislaus,95354,2016,946,6081,712,231,,,
Stanislaus,95355,2016,1931,14747,1598,298,,,
Stanislaus,95356,2016,991,7752,841,178,,,
Stanislaus,95357,2016,448,2829,281,74,,,
Stanislaus,95358,2016,832,5883,654,219,,,
Stanislaus,95360,2016,457,2727,322,73,,,
Stanislaus,95361,2016,1157,8251,903,163,,,
Stanislaus,95363,2016,1008,5894,818,166,,,
Tuolumne,95364,2016,25,362,21,13,,,
Merced,95365,2016,98,772,82,17,,,
San Joaquin,95366,2016,590,4444,469,71,,,
Stanislaus,95367,2016,851,5970,649,122,,,
Stanislaus,95368,2016,514,3609,432,71,,,
Merced,95369,2016,22,176,15,6,,,
Tuolumne,95370,2016,901,8097,566,271,,,
Tuolumne,95372,2016,76,603,61,20,,,
Tuolumne,95373,2016,0,1,0,0,,,
Merced,95374,2016,34,178,20,12,,,
Tuolumne,95375,2016,11,328,21,10,,,
San Joaquin,95376,2016,1721,12272,1387,304,,,
San Joaquin,95377,2016,1159,7464,969,161,,,
San Joaquin,95378,2016,0,0,0,0,,,
Tuolumne,95379,2016,146,1079,84,39,,,
Stanislaus,95380,2016,1128,7736,847,251,,,
Stanislaus,95381,2016,0,3,0,2,,,
Stanislaus,95382,2016,1290,8854,1072,160,,,
Tuolumne,95383,2016,236,2402,160,93,,,
San Joaquin,95385,2016,4,19,3,1,,,
Stanislaus,95386,2016,285,2137,224,56,,,
Stanislaus,95387,2016,2,38,0,1,,,
Merced,95388,2016,326,2179,231,75,,,
Mariposa,95389,2016,8,264,15,7,,,
San Joaquin,95391,2016,1066,3833,768,70,,,
,95400,2016,0,0,1,0,,,
Sonoma,95401,2016,828,8351,638,135,,,
Sonoma,95402,2016,1,7,1,1,,,
Sonoma,95403,2016,1087,10085,835,174,,11172,0.090315073
Sonoma,95404,2016,1262,11233,1010,243,,12495,0.100280112
Sonoma,95405,2016,576,6238,486,70,,,
Sonoma,95407,2016,823,6904,633,149,,,
,95408,2016,0,1,0,0,,,
Sonoma,95409,2016,998,8075,750,141,,,
Mendocino,95410,2016,43,360,32,22,,,
,95411,2016,0,1,0,0,,,
Sonoma,95412,2016,5,79,3,1,,,
Mendocino,95415,2016,33,286,21,21,,,
Sonoma,95416,2016,1,12,2,2,,,
Mendocino,95417,2016,5,43,4,2,,,
Mendocino,95418,2016,0,3,0,1,,,
Sonoma,95419,2016,17,236,12,7,,,
Mendocino,95420,2016,6,127,8,4,,,
Sonoma,95421,2016,86,707,67,29,,,
Lake,95422,2016,649,4225,440,256,,,
Lake,95423,2016,250,1747,183,81,,,
Lake,95424,2016,3,133,15,4,,,
Sonoma,95425,2016,386,3085,304,68,,,
Lake,95426,2016,104,814,191,45,,,
Mendocino,95427,2016,8,127,5,5,,,
Mendocino,95428,2016,34,340,35,19,,,
Mendocino,95429,2016,0,21,1,0,,,
Sonoma,95430,2016,11,68,9,3,,,
Sonoma,95431,2016,0,1,0,0,,,
Mendocino,95432,2016,14,154,10,6,,,
Sonoma,95433,2016,2,44,2,2,,,
Lake,95435,2016,3,17,0,0,,,
Sonoma,95436,2016,224,2115,184,75,,,
Mendocino,95437,2016,455,4640,319,124,,,
Sonoma,95439,2016,7,168,10,3,,,
,95440,2016,0,1,0,0,,,
Sonoma,95441,2016,54,430,38,20,,,
Sonoma,95442,2016,130,1137,95,39,,,
Lake,95443,2016,12,122,6,5,,,
Sonoma,95444,2016,15,235,8,4,,,
Mendocino,95445,2016,104,1069,75,37,,,
Sonoma,95446,2016,369,2416,233,135,,,
Sonoma,95448,2016,573,4837,425,111,,,
Mendocino,95449,2016,23,249,16,14,,,
Sonoma,95450,2016,21,246,15,12,,,
Lake,95451,2016,495,4005,391,166,,,
Sonoma,95452,2016,61,634,59,17,,,
Lake,95453,2016,442,3470,324,103,,,
Mendocino,95454,2016,56,482,34,44,,,
Mendocino,95456,2016,36,359,26,10,,,
Lake,95457,2016,143,1016,92,62,,,
Lake,95458,2016,155,1133,104,51,,,
Mendocino,95459,2016,37,247,31,9,,,
Mendocino,95460,2016,97,1073,78,24,,,
Lake,95461,2016,181,964,224,69,,,
Sonoma,95462,2016,114,776,58,40,,,
Mendocino,95463,2016,5,50,3,5,,,
Lake,95464,2016,105,755,65,47,,,
Sonoma,95465,2016,41,557,25,11,,,
Mendocino,95466,2016,35,225,17,17,,,
Lake,95467,2016,324,2133,283,78,,,
Mendocino,95468,2016,33,341,23,14,,,
Mendocino,95469,2016,37,472,31,20,,,
Mendocino,95470,2016,188,1491,118,65,,,
Sonoma,95471,2016,12,140,12,5,,,
Sonoma,95472,2016,821,8732,633,196,,,
Sonoma,95473,2016,0,1,0,0,,,
,95475,2016,0,1,0,0,,,
Sonoma,95476,2016,1091,10597,855,223,,,
Sonoma,95480,2016,1,8,3,0,,,
Mendocino,95481,2016,0,2,0,1,,,
Mendocino,95482,2016,785,7008,595,219,,,
Lake,95485,2016,67,632,35,36,,,
Sonoma,95486,2016,9,69,6,6,,,
Sonoma,95487,2016,0,1,0,0,,,
Mendocino,95488,2016,5,88,3,0,,,
Mendocino,95490,2016,400,3489,274,146,,,
Sonoma,95492,2016,812,7909,679,115,,,
Lake,95493,2016,4,46,4,2,,,
Mendocino,95494,2016,6,95,4,2,,,
,95495,2016,0,0,0,1,,,
Sonoma,95497,2016,170,1372,144,46,,,
Humboldt,95501,2016,601,6123,478,135,,,
Humboldt,95502,2016,0,1,0,0,,,
Humboldt,95503,2016,767,7630,590,150,,,
Humboldt,95511,2016,5,35,5,3,,,
Humboldt,95514,2016,2,15,4,2,,,
Humboldt,95518,2016,0,1,0,0,,,
Humboldt,95519,2016,539,5310,397,74,,,
Humboldt,95521,2016,418,4580,306,74,,,
Humboldt,95524,2016,44,605,37,12,,,
Humboldt,95525,2016,32,488,29,11,,,
Humboldt,95526,2016,16,159,19,6,,,
Trinity,95527,2016,7,139,8,8,,,
Humboldt,95528,2016,26,345,25,7,,,
Del Norte,95531,2016,715,5328,477,141,,,
Humboldt,95534,2016,0,1,0,0,,,
Humboldt,95536,2016,39,708,37,12,,,
Humboldt,95537,2016,14,76,5,2,,,
Del Norte,95538,2016,0,4,0,0,,,
Humboldt,95540,2016,424,3868,335,71,,,
Humboldt,95542,2016,26,537,49,22,,,
Del Norte,95543,2016,23,253,15,13,,,
Humboldt,95545,2016,4,31,0,4,,,
Humboldt,95546,2016,10,187,6,15,,,
Humboldt,95547,2016,33,376,16,7,,,
Del Norte,95548,2016,20,219,12,4,,,
Humboldt,95549,2016,15,261,14,3,,,
Humboldt,95550,2016,1,14,1,0,,,
Humboldt,95551,2016,61,365,45,11,,,
Trinity,95552,2016,9,125,7,10,,,
Humboldt,95553,2016,8,190,11,13,,,
Humboldt,95554,2016,9,112,13,14,,,
Humboldt,95555,2016,7,82,6,4,,,
Humboldt,95556,2016,7,91,1,7,,,
Humboldt,95558,2016,14,95,7,5,,,
Humboldt,95559,2016,2,30,1,0,,,
Humboldt,95560,2016,37,443,40,13,,,
Humboldt,95562,2016,110,1000,68,31,,,
Trinity,95563,2016,18,246,13,11,,,
Humboldt,95564,2016,2,49,1,1,,,
Humboldt,95565,2016,4,34,4,4,,,
Del Norte,95567,2016,84,531,55,15,,,
Siskiyou,95568,2016,1,18,3,1,,,
Humboldt,95569,2016,2,60,4,1,,,
Humboldt,95570,2016,96,953,99,18,,,
Humboldt,95571,2016,8,78,6,3,,,
Humboldt,95573,2016,64,629,61,31,,,
Mendocino,95585,2016,4,57,1,4,,,
Mendocino,95587,2016,2,37,0,3,,,
Humboldt,95589,2016,48,547,46,9,,,
Trinity,95595,2016,2,28,2,2,,,
,95600,2016,0,1,1,0,,,
Amador,95601,2016,19,115,21,2,,,
Placer,95602,2016,618,5619,508,128,,,
Placer,95603,2016,1013,8262,794,187,,,
Placer,95604,2016,0,6,1,0,,,
Yolo,95605,2016,376,2620,283,84,,,
Yolo,95606,2016,3,29,6,0,,,
Yolo,95607,2016,7,60,5,1,,,
Sacramento,95608,2016,1930,15076,1523,353,,,
Sacramento,95609,2016,0,1,0,0,,,
Sacramento,95610,2016,1409,9724,1149,201,,,
Sacramento,95611,2016,0,0,0,0,,,
Yolo,95612,2016,14,215,10,4,,,
El Dorado,95613,2016,5,132,7,2,,,
El Dorado,95614,2016,157,1371,121,48,,,
Sacramento,95615,2016,18,107,11,6,,,
Yolo,95616,2016,840,8349,679,109,,,
Yolo,95617,2016,0,0,1,0,,,
Yolo,95618,2016,617,5469,500,55,,,
El Dorado,95619,2016,161,1400,128,30,,,
Solano,95620,2016,566,4763,440,83,,,
Sacramento,95621,2016,1542,10935,1201,246,,,
El Dorado,95623,2016,141,1412,102,53,,,
Sacramento,95624,2016,2251,16855,1927,336,,,
Solano,95625,2016,4,56,4,0,,,
Sacramento,95626,2016,221,1631,143,46,,,
Yolo,95627,2016,103,843,65,21,,,
Sacramento,95628,2016,1704,12355,1285,281,,,
Amador,95629,2016,19,326,22,18,,,
Sacramento,95630,2016,2622,19065,2212,284,,,
Placer,95631,2016,182,1953,131,59,,,
Sacramento,95632,2016,1021,7454,776,146,,,
El Dorado,95633,2016,69,926,60,28,,,
El Dorado,95634,2016,91,974,89,43,,,
El Dorado,95635,2016,19,334,28,16,,,
El Dorado,95636,2016,65,456,41,20,,,
Yolo,95637,2016,13,70,8,4,,,
Sacramento,95638,2016,63,522,51,8,,,
Sacramento,95639,2016,9,69,8,4,,,
Amador,95640,2016,357,2487,274,69,,,
Sacramento,95641,2016,61,522,38,26,,,
Amador,95642,2016,237,2316,193,56,,,
,95643,2016,0,1,0,0,,,
Amador,95644,2016,0,2,0,0,,,
Yolo,95645,2016,50,272,43,11,,,
Alpine,95646,2016,20,211,21,12,,,
Placer,95648,2016,2598,17149,2162,284,,,
Placer,95650,2016,594,3954,450,110,,,
El Dorado,95651,2016,18,212,14,7,,,
Sacramento,95652,2016,0,2,0,0,,,
Yolo,95653,2016,21,106,11,4,,,
Amador,95654,2016,0,1,0,0,,,
Sacramento,95655,2016,169,1163,148,30,,,
El Dorado,95656,2016,11,158,14,9,,,
Placer,95658,2016,234,2062,188,43,,,
Sutter,95659,2016,10,119,7,5,,,
Sacramento,95660,2016,1140,6861,871,250,,,
Placer,95661,2016,1190,8215,942,121,,,
Sacramento,95662,2016,1256,9577,1037,203,,,
Placer,95663,2016,122,821,77,23,,,
El Dorado,95664,2016,45,395,38,26,,,
Amador,95665,2016,94,1556,124,55,,,
Amador,95666,2016,189,2685,202,116,,,
El Dorado,95667,2016,1012,10762,823,272,,,
Sutter,95668,2016,14,133,9,5,,,
Amador,95669,2016,55,658,49,19,,,
Sacramento,95670,2016,1907,12645,1467,269,,,
El Dorado,95672,2016,167,1412,144,40,,,
Sacramento,95673,2016,640,4036,442,158,,,
Sutter,95674,2016,17,135,5,7,,,
Amador,95675,2016,4,112,5,9,,,
Sutter,95676,2016,18,61,10,3,,,
Placer,95677,2016,1010,6590,718,121,,,
Placer,95678,2016,1691,10861,1458,223,,,
Yolo,95679,2016,3,13,2,3,,,
Sacramento,95680,2016,1,8,1,0,,,
Placer,95681,2016,43,330,22,11,,,
El Dorado,95682,2016,959,8171,793,172,,,
Sacramento,95683,2016,329,2246,284,54,,,
El Dorado,95684,2016,113,975,69,56,,,
Amador,95685,2016,134,1580,113,69,,,
San Joaquin,95686,2016,25,165,15,7,,,
Solano,95687,2016,1959,15619,1530,199,,,
Solano,95688,2016,1255,10323,930,143,,,
Amador,95689,2016,43,595,37,36,,,
Sacramento,95690,2016,56,410,34,15,,,
Yolo,95691,2016,1307,9286,1079,208,,,
Yuba,95692,2016,148,1213,124,36,,,
Sacramento,95693,2016,227,2002,168,34,,,
Yolo,95694,2016,226,2004,134,38,,,
Yolo,95695,2016,952,8573,762,176,,,
Solano,95696,2016,0,6,1,0,,,
Yolo,95697,2016,9,55,2,2,,,
Yolo,95698,2016,3,51,1,0,,,
Amador,95699,2016,6,23,3,1,,,
,95700,2016,0,1,0,0,,,
Placer,95701,2016,27,358,28,13,,,
,95702,2016,0,2,0,0,,,
Placer,95703,2016,47,603,40,18,,,
,95704,2016,0,1,1,0,,,
,95705,2016,0,19,3,6,,,
