County,ZIP Code,Year,New,Renewed,Insured-Initiated Nonrenewed,Insurer-Initiated Nonrenewed,,,
Sonoma,95444,2017,11,240,12,3,,,
Mendocino,95445,2017,105,1035,82,35,,,
Sonoma,95446,2017,333,2436,212,108,,,
Sonoma,95448,2017,535,4902,419,95,,,
Mendocino,95449,2017,29,249,18,7,,,
Sonoma,95450,2017,29,248,17,12,,,
Lake,95451,2017,529,3924,373,176,,,
Sonoma,95452,2017,48,625,54,12,,,
Lake,95453,2017,472,3478,324,99,,,
Mendocino,95454,2017,60,477,33,32,,,
Mendocino,95456,2017,49,353,29,3,,,
Lake,95457,2017,132,944,119,70,,,
Lake,95458,2017,164,1126,97,57,,,
Mendocino,95459,2017,32,248,29,8,,,
Mendocino,95460,2017,113,1055,79,27,,,
Lake,95461,2017,142,914,120,52,,,
Sonoma,95462,2017,105,784,75,44,,,
Mendocino,95463,2017,7,49,3,4,,,
Lake,95464,2017,103,760,68,45,,,
Sonoma,95465,2017,48,554,35,19,,,
Mendocino,95466,2017,21,216,29,9,,,
Lake,95467,2017,348,2097,255,83,,,
Mendocino,95468,2017,32,338,33,8,,,
Mendocino,95469,2017,33,471,30,14,,,
Mendocino,95470,2017,144,1502,105,48,,,
Sonoma,95471,2017,13,162,12,1,,,
Sonoma,95472,2017,784,8769,550,173,,,
Sonoma,95473,2017,0,1,0,0,,,
,95475,2017,0,1,0,0,,,
Sonoma,95476,2017,1137,10620,888,195,,,
Sonoma,95480,2017,0,6,0,1,,,
Mendocino,95481,2017,2,2,0,0,,,
Mendocino,95482,2017,800,6924,597,178,,,
Lake,95485,2017,79,620,49,28,,,
Sonoma,95486,2017,6,69,4,5,,,
Sonoma,95487,2017,0,1,0,0,,,
Mendocino,95488,2017,7,91,6,3,,,
Mendocino,95490,2017,384,3490,262,137,,,
Sonoma,95492,2017,852,7864,694,135,,,
Lake,95493,2017,4,45,1,1,,,
Mendocino,95494,2017,6,90,5,4,,,
Sonoma,95497,2017,189,1349,162,37,,,
Humboldt,95501,2017,569,6152,516,133,,,
Humboldt,95502,2017,0,2,1,0,,,
Humboldt,95503,2017,805,7624,627,159,,,
Humboldt,95511,2017,0,32,1,1,,,
Humboldt,95514,2017,4,13,2,1,,,
Humboldt,95518,2017,0,1,0,0,,,
Humboldt,95519,2017,527,5383,387,112,,,
Humboldt,95521,2017,457,4542,372,75,,,
Humboldt,95524,2017,54,604,45,11,,,
Humboldt,95525,2017,49,482,35,9,,,
Humboldt,95526,2017,5,157,5,9,,,
Trinity,95527,2017,8,128,5,8,,,
Humboldt,95528,2017,24,332,19,16,,,
Del Norte,95531,2017,718,5370,509,199,,,
Humboldt,95534,2017,0,1,0,0,,,
Humboldt,95536,2017,74,684,54,7,,,
Humboldt,95537,2017,6,82,9,0,,,
Del Norte,95538,2017,0,3,0,0,,,
Humboldt,95540,2017,427,3899,310,71,,,
Humboldt,95542,2017,39,498,52,18,,,
Del Norte,95543,2017,23,248,13,19,,,
Humboldt,95545,2017,0,35,4,2,,,
Humboldt,95546,2017,9,177,2,5,,,
Humboldt,95547,2017,36,375,24,6,,,
Del Norte,95548,2017,18,211,16,3,,,
Humboldt,95549,2017,15,260,9,6,,,
Humboldt,95550,2017,0,14,0,0,,,
Humboldt,95551,2017,59,386,42,13,,,
Trinity,95552,2017,5,120,7,4,,,
Humboldt,95553,2017,14,181,17,7,,,
Humboldt,95554,2017,9,109,8,5,,,
Humboldt,95555,2017,11,76,4,5,,,
Humboldt,95556,2017,3,89,4,4,,,
Humboldt,95558,2017,8,90,5,8,,,
Humboldt,95559,2017,0,29,2,0,,,
Humboldt,95560,2017,39,419,37,10,,,
Humboldt,95562,2017,110,1006,92,29,,,
Trinity,95563,2017,22,239,13,17,,,
Humboldt,95564,2017,3,48,1,2,,,
Humboldt,95565,2017,25,39,0,2,,,
Del Norte,95567,2017,69,549,45,21,,,
Siskiyou,95568,2017,2,19,0,0,,,
Humboldt,95569,2017,2,54,3,2,,,
Humboldt,95570,2017,88,958,66,17,,,
Humboldt,95571,2017,6,77,4,0,,,
Humboldt,95573,2017,61,612,43,23,,,
,95576,2017,0,0,1,0,,,
Mendocino,95585,2017,3,56,1,2,,,
Mendocino,95587,2017,4,38,1,1,,,
Humboldt,95589,2017,66,546,56,9,,,
Trinity,95595,2017,1,30,1,0,,,
Amador,95601,2017,12,116,8,3,,,
Placer,95602,2017,650,5578,540,128,,,
Placer,95603,2017,1010,8266,810,193,,,
Placer,95604,2017,0,5,0,0,,,
Yolo,95605,2017,412,2605,293,100,,,
Yolo,95606,2017,5,26,3,0,,,
Yolo,95607,2017,14,59,5,3,,,
Sacramento,95608,2017,1916,15165,1579,288,,,
Sacramento,95609,2017,0,2,0,0,,,
Sacramento,95610,2017,1477,9751,1196,196,,,
Yolo,95612,2017,20,210,15,9,,,
El Dorado,95613,2017,7,127,4,3,,,
El Dorado,95614,2017,160,1369,121,35,,,
Sacramento,95615,2017,21,110,11,2,,,
Yolo,95616,2017,723,8373,606,97,,,
Yolo,95617,2017,1,0,1,0,,,
Yolo,95618,2017,653,5559,509,65,,,
El Dorado,95619,2017,154,1383,110,45,,,
Solano,95620,2017,600,4810,428,82,,,
Sacramento,95621,2017,1572,10978,1257,286,,,
El Dorado,95623,2017,180,1411,114,42,,,
Sacramento,95624,2017,2271,16935,1994,297,,,
Solano,95625,2017,5,65,5,2,,,
Sacramento,95626,2017,237,1635,192,61,,,
Yolo,95627,2017,101,851,71,29,,,
Sacramento,95628,2017,1785,12421,1393,274,,,
Amador,95629,2017,30,315,21,9,,,
Sacramento,95630,2017,2752,19253,2315,286,,,
Placer,95631,2017,173,1906,156,75,,,
Sacramento,95632,2017,1121,7512,849,164,,,
El Dorado,95633,2017,85,885,73,57,,,
El Dorado,95634,2017,84,937,60,54,,,
El Dorado,95635,2017,26,315,21,12,,,
El Dorado,95636,2017,70,448,46,27,,,
Yolo,95637,2017,11,73,10,2,,,
Sacramento,95638,2017,65,510,45,9,,,
Sacramento,95639,2017,10,66,6,4,,,
Amador,95640,2017,366,2504,269,64,,,
Sacramento,95641,2017,81,506,55,21,,,
Amador,95642,2017,232,2305,190,35,,,
,95643,2017,0,1,0,0,,,
Amador,95644,2017,0,2,0,0,,,
Yolo,95645,2017,48,269,20,23,,,
Alpine,95646,2017,24,209,17,5,,,
Placer,95648,2017,2799,17336,2338,257,,,
Placer,95650,2017,582,4006,433,109,,,
El Dorado,95651,2017,30,213,26,10,,,
Sacramento,95652,2017,0,2,0,0,,,
Yolo,95653,2017,8,118,6,1,,,
Amador,95654,2017,1,1,0,0,,,
Sacramento,95655,2017,167,1180,154,21,,,
El Dorado,95656,2017,9,145,12,7,,,
Placer,95658,2017,265,2048,204,67,,,
Sutter,95659,2017,18,120,10,4,,,
Sacramento,95660,2017,1229,6783,926,265,,,
Placer,95661,2017,1240,8332,977,147,,,
Sacramento,95662,2017,1293,9626,1057,196,,,
Placer,95663,2017,122,836,68,26,,,
El Dorado,95664,2017,29,385,36,6,,,
Amador,95665,2017,92,1443,110,71,,,
Amador,95666,2017,161,2540,168,128,,,
El Dorado,95667,2017,972,10557,784,326,,,
Sutter,95668,2017,13,135,7,2,,,
Amador,95669,2017,88,642,49,25,,,
Sacramento,95670,2017,1938,12718,1579,245,,,
El Dorado,95672,2017,156,1414,130,36,,,
Sacramento,95673,2017,652,4040,505,144,,,
Sutter,95674,2017,14,138,7,7,,,
Amador,95675,2017,5,93,7,12,,,
Sutter,95676,2017,13,66,11,2,,,
Placer,95677,2017,1119,6733,812,128,,,
Placer,95678,2017,1659,10856,1452,219,,,
Yolo,95679,2017,7,14,3,0,,,
Sacramento,95680,2017,1,10,0,0,,,
Placer,95681,2017,40,336,30,10,,,
El Dorado,95682,2017,983,8129,822,205,,,
Sacramento,95683,2017,295,2278,249,39,,,
El Dorado,95684,2017,83,958,77,31,,,
Amador,95685,2017,166,1558,135,57,,,
San Joaquin,95686,2017,34,166,18,6,,,
Solano,95687,2017,1979,15827,1572,184,,,
Solano,95688,2017,1202,10512,991,128,,,
Amador,95689,2017,37,569,36,20,,,
Sacramento,95690,2017,63,421,29,16,,,
Yolo,95691,2017,1401,9301,1124,216,,,
Yuba,95692,2017,169,1179,143,32,,,
Sacramento,95693,2017,222,2010,170,35,,,
Yolo,95694,2017,228,2070,136,32,,,
Yolo,95695,2017,955,8579,786,183,,,
Solano,95696,2017,0,1,1,0,,,
Yolo,95697,2017,4,57,3,4,,,
Yolo,95698,2017,3,53,3,3,,,
Amador,95699,2017,2,26,0,1,,,
,95700,2017,0,1,0,0,,,
Placer,95701,2017,27,342,37,11,,,
,95702,2017,0,2,0,0,,,
Placer,95703,2017,38,590,47,14,,,
,95705,2017,0,14,0,0,,,
,95708,2017,0,2,0,0,,,
El Dorado,95709,2017,155,1538,117,46,,,
Nevada,95712,2017,2,16,0,0,,,
Placer,95713,2017,217,2625,180,84,,,
Placer,95714,2017,17,175,23,10,,,
Placer,95715,2017,7,81,8,4,,,
,95716,2017,0,1,0,0,,,
Placer,95717,2017,5,64,3,4,,,
,95718,2017,0,4,0,0,,,
El Dorado,95720,2017,12,298,14,9,,,
El Dorado,95721,2017,4,115,6,2,,,
Placer,95722,2017,160,1628,114,38,,,
Nevada,95724,2017,8,182,13,6,,,
El Dorado,95726,2017,294,3083,296,121,,,
Nevada,95728,2017,82,932,70,17,,,
,95730,2017,0,17,1,0,,,
,95731,2017,0,1,0,0,,,
,95732,2017,0,1,0,0,,,
,95733,2017,1,0,1,1,,,
,95734,2017,0,3,0,0,,,
El Dorado,95735,2017,15,299,14,6,,,
Placer,95736,2017,7,241,18,2,,,
Sacramento,95741,2017,1,0,0,0,,,
Sacramento,95742,2017,771,3535,532,67,,,
Placer,95746,2017,956,7082,770,154,,,
Placer,95747,2017,3635,19679,2540,241,,,
Sacramento,95757,2017,1983,11815,1701,158,,,
Sacramento,95758,2017,2257,17038,1983,300,,,
Sacramento,95759,2017,0,1,0,0,,,
El Dorado,95762,2017,2555,13002,1752,234,,,
Sacramento,95763,2017,0,1,0,0,,,
Placer,95765,2017,1657,9373,1283,116,,,
,95772,2017,0,1,0,0,,,
Yolo,95776,2017,838,5187,589,79,,,
Yolo,95798,2017,0,3,0,0,,,
,95806,2017,0,1,0,0,,,
Sacramento,95811,2017,107,644,80,15,,,
Sacramento,95812,2017,0,2,0,0,,,
Sacramento,95813,2017,0,1,0,0,,,
Sacramento,95814,2017,113,477,67,12,,,
Sacramento,95815,2017,993,4379,655,249,,,
Sacramento,95816,2017,518,3560,371,79,,,
Sacramento,95817,2017,657,3715,489,132,,,
Sacramento,95818,2017,744,6273,579,143,,,
Sacramento,95819,2017,709,6435,550,123,,,
Sacramento,95820,2017,1628,9528,1191,385,,,
Sacramento,95821,2017,1061,7300,867,174,,,
Sacramento,95822,2017,1663,11885,1358,321,,,
Sacramento,95823,2017,2373,13636,1864,448,,,
Sacramento,95824,2017,977,5367,719,231,,,
Sacramento,95825,2017,473,2683,326,80,,,
Sacramento,95826,2017,1191,9084,1025,166,,,
Sacramento,95827,2017,716,4822,597,141,,,
Sacramento,95828,2017,2423,13443,1831,474,,,
Sacramento,95829,2017,1312,7527,996,190,,,
Sacramento,95830,2017,23,235,20,9,,,
Sacramento,95831,2017,1190,11824,1005,179,,,
Sacramento,95832,2017,413,2230,328,77,,,
Sacramento,95833,2017,1299,7595,1006,201,,,
Sacramento,95834,2017,1438,4643,754,150,,,
Sacramento,95835,2017,1802,9519,1447,190,,,
Sacramento,95836,2017,0,1,0,0,,,
Sacramento,95837,2017,30,95,6,3,,,
Sacramento,95838,2017,1564,7421,1080,352,,,
Sacramento,95841,2017,527,3386,404,93,,,
Sacramento,95842,2017,1092,6643,913,186,,,
Sacramento,95843,2017,1731,10518,1477,232,,,
Sacramento,95853,2017,0,1,1,0,,,
Sacramento,95860,2017,0,1,0,0,,,
Sacramento,95864,2017,970,7981,811,152,,,
Sacramento,95866,2017,0,1,1,0,,,
,95869,2017,0,1,1,0,,,
Sacramento,95899,2017,1,0,0,0,,,
Yuba,95901,2017,1226,7025,890,245,,,
Yuba,95903,2017,0,1,0,0,,,
Sierra,95910,2017,1,20,1,1,,,
Colusa,95912,2017,129,917,95,32,,,
Glenn,95913,2017,8,63,6,1,,,
Butte,95914,2017,23,198,13,17,,,
Plumas,95915,2017,1,6,0,0,,,
Butte,95916,2017,42,462,31,17,,,
Butte,95917,2017,98,760,74,16,,,
Yuba,95918,2017,85,649,61,25,,,
Yuba,95919,2017,43,305,23,27,,,
Glenn,95920,2017,2,29,3,2,,,
Yuba,95922,2017,7,146,10,2,,,
Plumas,95923,2017,14,123,16,4,,,
Nevada,95924,2017,0,21,1,0,,,
Yuba,95925,2017,12,77,4,6,,,
Butte,95926,2017,1023,8556,845,224,,,
Butte,95927,2017,0,2,1,0,,,
Butte,95928,2017,1069,8178,887,213,,,
Butte,95929,2017,0,3,0,0,,,
Butte,95930,2017,14,96,10,6,,,
,95931,2017,0,1,0,0,,,
Colusa,95932,2017,198,1732,161,70,,,
Plumas,95934,2017,6,81,2,5,,,
Yuba,95935,2017,15,204,17,9,,,
Sierra,95936,2017,8,168,9,2,,,
Yolo,95937,2017,32,311,22,8,,,
Butte,95938,2017,116,925,92,24,,,
Glenn,95939,2017,3,72,5,1,,,
Butte,95940,2017,0,3,0,0,,,
Butte,95941,2017,7,134,12,4,,,
Butte,95942,2017,35,586,42,13,,,
Glenn,95943,2017,7,38,5,2,,,
Sierra,95944,2017,1,14,3,0,,,
Nevada,95945,2017,555,7431,556,169,,,
Nevada,95946,2017,439,3839,377,92,,,
Plumas,95947,2017,57,568,47,31,,,
Butte,95948,2017,400,2373,312,88,,,
Nevada,95949,2017,582,6714,518,157,,,
Colusa,95950,2017,7,53,3,3,,,
Glenn,95951,2017,41,500,26,13,,,
,95952,2017,0,1,0,0,,,
Sutter,95953,2017,348,2150,276,90,,,
Butte,95954,2017,419,4005,356,175,,,
Colusa,95955,2017,24,211,20,5,,,
Plumas,95956,2017,15,220,8,9,,,
Sutter,95957,2017,10,99,11,4,,,
Butte,95958,2017,0,13,0,0,,,
Nevada,95959,2017,448,6105,394,161,,,
Nevada,95960,2017,14,169,9,9,,,
Yuba,95961,2017,1169,5948,895,226,,,
Yuba,95962,2017,22,363,23,11,,,
Glenn,95963,2017,411,3304,307,110,,,
Butte,95965,2017,482,4003,338,171,,,
Butte,95966,2017,976,8366,803,278,,,
Butte,95967,2017,0,3,0,0,,,
Butte,95968,2017,49,352,37,20,,,
Butte,95969,2017,1049,9409,842,232,,,
Colusa,95970,2017,14,98,6,2,,,
Plumas,95971,2017,189,1984,174,62,,,
Yuba,95972,2017,14,46,4,6,,,
Butte,95973,2017,1349,8680,941,199,,,
Butte,95974,2017,5,67,4,2,,,
Nevada,95975,2017,32,498,26,28,,,
Nevada,95977,2017,59,472,42,18,,,
Butte,95978,2017,20,83,9,6,,,
Colusa,95979,2017,26,212,13,9,,,
Plumas,95980,2017,0,0,0,0,,,
Yuba,95981,2017,8,194,13,5,,,
Sutter,95982,2017,154,920,108,41,,,
Plumas,95983,2017,14,186,16,4,,,
Plumas,95984,2017,1,32,3,2,,,
Nevada,95986,2017,2,44,4,1,,,
Colusa,95987,2017,170,1067,118,44,,,
Glenn,95988,2017,221,1887,160,73,,,
Sutter,95991,2017,1372,8426,1001,275,,,
Sutter,95992,2017,0,3,0,0,,,
Sutter,95993,2017,1325,9010,1028,242,,,
Shasta,96001,2017,1558,10302,1139,352,,,
Shasta,96002,2017,1312,8808,996,262,,,
Shasta,96003,2017,1672,11979,1302,337,,,
Modoc,96006,2017,17,149,18,5,,,
Shasta,96007,2017,888,6173,608,236,,,
Shasta,96008,2017,46,408,36,28,,,
Lassen,96009,2017,14,110,9,2,,,
Trinity,96010,2017,1,43,2,2,,,
Shasta,96011,2017,1,22,1,1,,,
Shasta,96013,2017,148,1286,106,47,,,
Siskiyou,96014,2017,10,54,7,4,,,
Modoc,96015,2017,8,52,5,6,,,
Shasta,96016,2017,11,172,7,5,,,
Shasta,96017,2017,9,92,2,4,,,
Shasta,96019,2017,484,3012,349,115,,,
Plumas,96020,2017,160,1291,158,33,,,
Tehama,96021,2017,464,3147,312,199,,,
Shasta,96022,2017,704,4691,520,175,,,
Siskiyou,96023,2017,45,291,30,21,,,
Trinity,96024,2017,27,340,27,15,,,
Siskiyou,96025,2017,86,922,65,28,,,
Siskiyou,96027,2017,78,634,50,23,,,
Shasta,96028,2017,46,481,44,17,,,
Tehama,96029,2017,0,21,0,1,,,
Siskiyou,96031,2017,0,9,4,0,,,
Siskiyou,96032,2017,70,651,58,25,,,
Shasta,96033,2017,11,119,6,4,,,
Siskiyou,96034,2017,5,60,4,1,,,
Tehama,96035,2017,89,656,52,36,,,
Siskiyou,96037,2017,6,93,6,4,,,
Siskiyou,96038,2017,22,148,11,7,,,
Siskiyou,96039,2017,8,203,12,14,,,
Shasta,96040,2017,9,88,8,1,,,
Trinity,96041,2017,62,613,37,28,,,
Siskiyou,96044,2017,52,322,32,23,,,
,96045,2017,0,1,0,0,,,
Trinity,96046,2017,6,69,6,3,,,
Shasta,96047,2017,15,221,14,5,,,
Trinity,96048,2017,19,230,17,9,,,
Shasta,96049,2017,0,0,0,0,,,
Siskiyou,96050,2017,10,114,6,10,,,
Shasta,96051,2017,57,552,46,28,,,
Trinity,96052,2017,51,528,40,19,,,
Modoc,96054,2017,7,53,3,4,,,
Tehama,96055,2017,125,895,101,32,,,
Lassen,96056,2017,44,407,37,17,,,
Siskiyou,96057,2017,90,678,61,32,,,
Siskiyou,96058,2017,17,97,11,2,,,
Tehama,96059,2017,27,175,21,12,,,
Tehama,96061,2017,6,122,11,4,,,
Shasta,96062,2017,37,325,27,9,,,
Tehama,96063,2017,12,169,21,4,,,
Siskiyou,96064,2017,149,1256,109,43,,,
Shasta,96065,2017,10,159,8,8,,,
Siskiyou,96067,2017,343,2858,249,67,,,
Lassen,96068,2017,0,9,0,0,,,
Shasta,96069,2017,32,279,24,16,,,
Shasta,96070,2017,0,1,0,0,,,
Shasta,96071,2017,15,150,9,7,,,
Shasta,96073,2017,180,1442,145,34,,,
Tehama,96074,2017,4,26,2,2,,,
Tehama,96075,2017,7,82,6,5,,,
Shasta,96076,2017,5,40,5,1,,,
Tehama,96078,2017,3,14,1,0,,,
Shasta,96079,2017,3,1,1,0,,,
Tehama,96080,2017,1060,7623,780,241,,,
Shasta,96084,2017,15,131,7,9,,,
Siskiyou,96085,2017,1,22,1,2,,,
Siskiyou,96086,2017,4,91,5,3,,,
Shasta,96087,2017,33,308,19,15,,,
Shasta,96088,2017,233,1865,173,77,,,
Shasta,96089,2017,14,56,7,4,,,
Tehama,96090,2017,23,140,19,6,,,
Trinity,96091,2017,45,518,32,24,,,
Tehama,96092,2017,5,61,4,1,,,
Trinity,96093,2017,120,1329,93,30,,,
Siskiyou,96094,2017,342,2343,258,96,,,
Shasta,96095,2017,0,1,0,0,,,
Shasta,96096,2017,25,244,24,15,,,
Siskiyou,96097,2017,327,2777,265,75,,,
Shasta,96099,2017,1,3,0,0,,,
Modoc,96101,2017,172,1558,145,69,,,
Plumas,96103,2017,91,1242,95,33,,,
Modoc,96104,2017,12,208,17,6,,,
Plumas,96105,2017,22,160,13,6,,,
Plumas,96106,2017,27,287,25,11,,,
Mono,96107,2017,33,247,16,7,,,
Modoc,96108,2017,8,53,3,2,,,
Lassen,96109,2017,26,222,17,16,,,
Modoc,96110,2017,0,37,1,0,,,
Nevada,96111,2017,4,50,4,3,,,
Modoc,96112,2017,3,40,3,0,,,
Lassen,96113,2017,27,178,13,21,,,
Lassen,96114,2017,108,950,78,35,,,
Modoc,96115,2017,4,34,2,1,,,
Modoc,96116,2017,3,50,1,2,,,
Lassen,96117,2017,10,72,6,4,,,
Sierra,96118,2017,45,501,25,19,,,
Lassen,96119,2017,0,13,0,0,,,
Alpine,96120,2017,40,360,33,8,,,
Lassen,96121,2017,11,116,12,5,,,
Plumas,96122,2017,180,1432,127,74,,,
Lassen,96123,2017,2,9,2,0,,,
Sierra,96124,2017,17,153,12,9,,,
Sierra,96125,2017,9,281,9,11,,,
Sierra,96126,2017,6,109,2,4,,,
Lassen,96127,2017,0,1,0,1,,,
Lassen,96128,2017,4,129,6,3,,,
Plumas,96129,2017,3,80,4,3,,,
Lassen,96130,2017,541,4673,425,147,,,
Lassen,96132,2017,2,6,0,2,,,
Mono,96133,2017,16,49,11,4,,,
Siskiyou,96134,2017,54,390,27,27,,,
Plumas,96135,2017,1,10,0,0,,,
Lassen,96136,2017,1,10,0,0,,,
Lassen,96137,2017,342,2751,310,99,,,
Placer,96140,2017,125,1270,96,35,,,
Placer,96141,2017,84,883,74,20,,,
El Dorado,96142,2017,152,1506,108,18,,,
Placer,96143,2017,94,1325,104,38,,,
Placer,96145,2017,217,2598,185,65,,,
Placer,96146,2017,62,792,52,23,,,
Placer,96148,2017,58,625,48,15,,,
El Dorado,96150,2017,1481,13704,1231,309,,,
El Dorado,96151,2017,6,89,3,2,,,
El Dorado,96152,2017,0,1,1,0,,,
El Dorado,96154,2017,0,1,0,0,,,
El Dorado,96155,2017,0,49,3,4,,,
El Dorado,96156,2017,0,5,1,0,,,
El Dorado,96157,2017,0,0,0,1,,,
El Dorado,96158,2017,1,34,0,0,,,
Nevada,96160,2017,4,32,5,1,,,
Nevada,96161,2017,1239,11165,1042,218,,,
Nevada,96162,2017,1,29,0,1,,,
Los Angeles,90001,2018,662,5477,394,220,,,
Los Angeles,90002,2018,836,5325,475,235,,,
Los Angeles,90003,2018,1061,6509,605,318,,,
Los Angeles,90004,2018,513,3917,395,109,,,
Los Angeles,90005,2018,125,834,88,33,,,
Los Angeles,90006,2018,284,1642,181,71,,,
Los Angeles,90007,2018,244,1728,133,55,,,
Los Angeles,90008,2018,479,4365,358,97,,,
Los Angeles,90010,2018,3,29,8,2,,,
Los Angeles,90011,2018,1156,7375,620,328,,,
Los Angeles,90012,2018,57,658,58,17,,,
Los Angeles,90013,2018,16,71,4,2,,,
Los Angeles,90014,2018,3,38,5,0,,,
Los Angeles,90015,2018,60,346,46,12,,,
Los Angeles,90016,2018,786,5996,585,163,,,
Los Angeles,90017,2018,30,118,23,9,,,
Los Angeles,90018,2018,714,5273,485,188,,,
Los Angeles,90019,2018,881,6802,652,181,,,
Los Angeles,90020,2018,89,685,69,16,,,
Los Angeles,90021,2018,7,47,2,4,,,
Los Angeles,90022,2018,834,8250,519,248,,,
Los Angeles,90023,2018,456,4132,247,126,,,
Los Angeles,90024,2018,284,2855,248,55,,,
Los Angeles,90025,2018,301,2654,217,46,,,
Los Angeles,90026,2018,879,7619,688,147,,,
Los Angeles,90027,2018,556,4870,448,107,,,
Los Angeles,90028,2018,107,572,90,28,,,
Los Angeles,90029,2018,217,1877,171,42,,,
Los Angeles,90031,2018,441,4282,305,90,,,
Los Angeles,90032,2018,784,6777,548,195,,,
Los Angeles,90033,2018,439,3202,299,123,,,
Los Angeles,90034,2018,563,4725,446,85,,,
Los Angeles,90035,2018,472,3855,361,91,,,
Los Angeles,90036,2018,408,3208,304,92,,,
Los Angeles,90037,2018,764,4721,450,201,,,
Los Angeles,90038,2018,202,1274,155,37,,,
Los Angeles,90039,2018,715,6433,538,139,,,
Los Angeles,90040,2018,178,1836,123,42,,,
Los Angeles,90041,2018,520,5474,403,88,,,
Los Angeles,90042,2018,1000,8782,736,182,,,
Los Angeles,90043,2018,1062,8806,713,253,,,
Los Angeles,90044,2018,1391,10277,844,337,,,
Los Angeles,90045,2018,808,8476,691,101,,,
Los Angeles,90046,2018,634,5099,521,137,,,
Los Angeles,90047,2018,1146,10242,768,266,,,
Los Angeles,90048,2018,451,3207,382,87,,,
Los Angeles,90049,2018,747,6718,589,136,,,
Los Angeles,90050,2018,0,0,1,0,,,
Los Angeles,90051,2018,0,0,0,0,,,
Los Angeles,90054,2018,0,1,0,0,,,
Los Angeles,90056,2018,208,2193,169,35,,,
Los Angeles,90057,2018,64,371,43,14,,,
Los Angeles,90058,2018,20,95,4,9,,,
Los Angeles,90059,2018,723,4774,440,203,,,
Los Angeles,90061,2018,481,3327,303,134,,,
Los Angeles,90062,2018,635,4327,379,159,,,
Los Angeles,90063,2018,817,6092,472,238,,,
Los Angeles,90064,2018,601,5957,479,91,,,
Los Angeles,90065,2018,913,8457,654,187,,,
Los Angeles,90066,2018,968,9726,789,167,,,
Los Angeles,90067,2018,20,128,17,2,,,
Los Angeles,90068,2018,670,4917,499,154,,,
Los Angeles,90069,2018,352,2404,298,87,,,
Los Angeles,90070,2018,0,0,1,0,,,
Los Angeles,90071,2018,1,1,2,0,,,
Los Angeles,90077,2018,205,2563,164,68,,,
Los Angeles,90094,2018,72,408,48,5,,,
,90101,2018,0,1,0,0,,,
Los Angeles,90201,2018,903,10066,626,206,,,
Los Angeles,90210,2018,647,5403,513,159,,,
Los Angeles,90211,2018,142,1122,118,29,,,
Los Angeles,90212,2018,149,1236,107,32,,,
Los Angeles,90220,2018,984,7787,637,248,,,
Los Angeles,90221,2018,801,6594,511,199,,,
Los Angeles,90222,2018,584,4282,342,141,,,
,90226,2018,0,0,0,0,,,
Los Angeles,90230,2018,501,4909,403,82,,,
Los Angeles,90232,2018,290,3069,231,53,,,
Los Angeles,90240,2018,608,5253,460,91,,,
Los Angeles,90241,2018,727,6802,530,117,,,
Los Angeles,90242,2018,663,6765,544,91,,,
Los Angeles,90245,2018,273,3175,251,25,,,
Los Angeles,90247,2018,590,6288,446,115,,,
Los Angeles,90248,2018,217,2252,162,50,,,
Los Angeles,90249,2018,460,5142,358,93,,,
Los Angeles,90250,2018,1187,11752,930,206,,,
Los Angeles,90254,2018,450,4938,358,63,,,
Los Angeles,90255,2018,688,7328,426,197,,,
Los Angeles,90260,2018,520,6000,446,87,,,
Los Angeles,90262,2018,768,7882,547,172,,,
Los Angeles,90263,2018,0,4,0,0,,,
Los Angeles,90264,2018,0,2,0,0,,,
Los Angeles,90265,2018,499,4410,376,103,,,
Los Angeles,90266,2018,969,10632,829,119,,,
Los Angeles,90267,2018,1,0,1,0,,,
Los Angeles,90270,2018,273,2923,189,64,,,
Los Angeles,90272,2018,636,6678,496,141,,,
Los Angeles,90274,2018,788,7967,647,149,,,
Los Angeles,90275,2018,1157,11748,907,201,,,
Los Angeles,90277,2018,619,6731,518,77,,,
Los Angeles,90278,2018,813,8613,659,120,,,
Los Angeles,90280,2018,1106,12958,787,195,,,
Los Angeles,90290,2018,124,1113,97,51,,,
Los Angeles,90291,2018,761,6251,676,113,,,
Los Angeles,90292,2018,190,1257,130,27,,,
Los Angeles,90293,2018,185,1549,159,23,,,
Los Angeles,90301,2018,292,3362,212,56,,,
Los Angeles,90302,2018,286,3066,230,58,,,
Los Angeles,90303,2018,347,3803,241,72,,,
Los Angeles,90304,2018,252,2938,202,36,,,
Los Angeles,90305,2018,304,3290,237,70,,,
Los Angeles,90401,2018,17,141,14,4,,,
Los Angeles,90402,2018,289,3262,234,58,,,
Los Angeles,90403,2018,165,1655,139,25,,,
Los Angeles,90404,2018,116,1466,86,32,,,
Los Angeles,90405,2018,371,4322,343,73,,,
Los Angeles,90406,2018,0,0,1,0,,,
Los Angeles,90501,2018,631,6987,488,101,,,
Los Angeles,90502,2018,293,2931,227,41,,,
Los Angeles,90503,2018,652,7870,588,86,,,
Los Angeles,90504,2018,669,7370,552,110,,,
Los Angeles,90505,2018,664,8132,566,87,,,
Los Angeles,90506,2018,1,1,0,0,,,
Los Angeles,90601,2018,665,6666,495,129,,,
Los Angeles,90602,2018,400,3840,301,80,,,
Los Angeles,90603,2018,477,5492,402,72,,,
Los Angeles,90604,2018,850,8100,614,143,,,
Los Angeles,90605,2018,798,8140,599,143,,,
